Date,State,District,Mandi,Crop,Season,Month,Year,Arrival Quantity (Tonnes),Market Price (₹/kg),Minimum Price,Maximum Price,Rainfall (mm),Temperature (°C),Humidity (%),Fuel Price,Transport Cost (₹/kg),Distance (km),Festival Season,Supply Index,Demand Index
2021-10-17,Kerala,Ernakulam,Ernakulam Central,Tomato,Post-Monsoon,10,2021,57.6,41.58,35.94,48.25,2.5,29.3,38.3,89.6,0.81,181,Yes,88,165
2022-01-12,Karnataka,Bengaluru,Yeshwanthpur APMC,Mustard,Winter,1,2022,38.1,166.5,146.77,174.88,0.8,13.1,66.9,86.57,0.06,14,Yes,63,175
2022-11-20,Telangana,Warangal,Enumamula APMC,Maize,Post-Monsoon,11,2022,390.2,34.37,29.53,40.82,8.8,19.7,54.3,87.66,0.17,39,Yes,102,132
2024-02-04,Telangana,Warangal,Enumamula APMC,Mustard,Winter,2,2024,136.9,48.85,43.16,55.47,2.6,25.0,62.4,93.16,0.97,208,No,80,65
2020-06-19,Gujarat,Rajkot,Rajkot Market,Cotton,Monsoon,6,2020,12.5,48.3,45.54,55.07,81.8,28.7,93.6,86.43,0.04,10,No,86,65
2025-09-07,Haryana,Panipat,Panipat Market,Moong,Monsoon,9,2025,225.3,122.41,111.42,133.45,143.3,27.9,92.0,93.4,0.65,140,No,59,79
2025-05-24,Uttar Pradesh,Lucknow,Lucknow Mandi,Bajra,Summer,5,2025,526.3,22.83,20.57,24.73,0.3,41.5,47.8,93.81,1.06,227,No,106,92
2023-10-13,Punjab,Amritsar,Amritsar Market,Ragi,Post-Monsoon,10,2023,285.5,88.07,83.01,97.59,4.7,31.8,31.4,88.0,0.74,168,Yes,67,179
2023-07-06,Andhra Pradesh,Chittoor,Chittoor APMC,Urad,Monsoon,7,2023,91.7,106.23,98.54,123.82,183.9,33.9,93.1,91.89,0.23,51,No,68,83
2021-07-03,Telangana,Warangal,Enumamula APMC,Ragi,Monsoon,7,2021,406.6,22.51,20.72,26.37,196.6,27.2,70.7,85.07,0.54,126,No,103,86
2021-04-09,Haryana,Karnal,Karnal APMC,Soybean,Summer,4,2021,176.3,63.15,55.41,66.43,3.3,42.0,42.5,86.5,0.73,169,No,77,96
2021-12-18,Haryana,Karnal,Karnal APMC,Potato,Winter,12,2021,355.3,17.35,16.12,18.77,9.4,14.6,43.3,85.67,0.11,26,No,93,80
2020-02-17,Uttar Pradesh,Varanasi,Varanasi APMC,Mustard,Winter,2,2020,123.7,69.81,59.76,75.61,2.3,9.2,58.6,87.84,0.64,145,No,54,69
2021-03-23,Karnataka,Hubli,Hubli APMC,Ragi,Summer,3,2021,21.9,21.83,18.63,24.06,9.4,43.6,27.9,86.34,0.79,182,No,79,65
2021-04-01,Tamil Nadu,Erode,Erode Market,Tur (Arhar),Summer,4,2021,466.6,46.7,40.71,53.52,8.0,43.6,27.3,86.64,0.74,171,No,104,72
2021-08-10,Karnataka,Belagavi,Belagavi Market,Bajra,Monsoon,8,2021,91.1,25.86,22.25,29.88,104.0,34.6,78.4,88.05,0.44,101,No,79,96
2021-04-28,Maharashtra,Pune,Pune APMC,Gram (Chana),Summer,4,2021,81.6,72.31,67.66,77.84,1.1,40.6,37.9,88.8,0.11,25,No,85,117
2022-05-15,Tamil Nadu,Tiruppur,Palladam Market,Maize,Summer,5,2022,54.2,26.59,25.02,28.96,9.6,38.2,57.5,89.57,0.06,13,No,101,118
2021-11-05,Punjab,Amritsar,Amritsar Market,Soybean,Post-Monsoon,11,2021,264.1,53.18,49.63,62.53,4.4,34.0,77.7,88.16,0.17,39,No,85,91
2021-05-06,Tamil Nadu,Thanjavur,Thanjavur APMC,Groundnut,Summer,5,2021,193.9,74.43,67.92,84.53,4.7,43.6,41.4,89.41,0.15,33,No,78,102
2020-05-07,Haryana,Rohtak,Rohtak APMC,Jowar,Summer,5,2020,523.6,13.71,12.9,15.81,2.4,32.6,47.6,86.17,0.99,229,No,106,61
2025-10-17,Haryana,Karnal,Karnal APMC,Wheat,Post-Monsoon,10,2025,330.1,28.9,26.44,34.39,0.8,30.4,45.0,97.88,0.77,157,No,73,68
2024-09-20,Punjab,Amritsar,Amritsar Market,Tur (Arhar),Monsoon,9,2024,341.3,84.33,77.99,96.58,161.2,25.6,77.4,92.28,1.29,279,No,97,101
2022-12-17,Kerala,Kannur,Kannur Market,Sunflower,Winter,12,2022,404.1,70.55,66.66,79.57,4.1,20.0,55.5,88.71,1.32,298,No,82,107
2022-05-13,Gujarat,Rajkot,Rajkot Market,Gram (Chana),Summer,5,2022,286.3,61.04,56.62,72.76,2.0,41.0,31.9,88.32,1.01,228,No,95,105
2022-11-26,Punjab,Ludhiana,Ludhiana APMC,Urad,Post-Monsoon,11,2022,22.6,152.87,139.64,167.45,2.0,23.7,84.9,88.74,0.45,102,Yes,102,161
2022-11-10,Tamil Nadu,Madurai,Paravai Market,Bajra,Post-Monsoon,11,2022,16.4,25.15,23.01,28.46,1.7,16.6,77.7,90.53,1.25,276,No,103,120
2025-03-23,Andhra Pradesh,Guntur,Guntur APMC,Tomato,Summer,3,2025,146.1,42.47,37.38,47.93,0.5,37.2,32.2,94.44,0.59,124,No,75,101
2021-01-08,Andhra Pradesh,Chittoor,Chittoor APMC,Jowar,Winter,1,2021,201.3,39.42,37.43,44.4,2.7,16.6,54.0,85.41,1.05,246,No,61,102
2024-02-21,Haryana,Rohtak,Rohtak APMC,Soybean,Winter,2,2024,179.4,44.34,39.95,49.38,7.8,7.6,50.3,93.14,1.18,254,No,89,70
2025-08-30,Karnataka,Hubli,Hubli APMC,Onion,Monsoon,8,2025,219.8,112.79,103.37,125.64,183.4,34.3,73.6,92.57,1.34,290,Yes,59,152
2020-03-03,Gujarat,Rajkot,Rajkot Market,Tur (Arhar),Summer,3,2020,119.0,96.88,84.05,113.91,2.1,31.7,39.8,83.89,0.68,163,No,83,117
2023-01-10,Kerala,Thrissur,Thrissur Market,Wheat,Winter,1,2023,34.1,32.8,27.95,36.97,7.3,7.3,50.1,93.43,1.36,291,No,75,100
2023-08-23,Tamil Nadu,Tiruppur,Palladam Market,Bajra,Monsoon,8,2023,266.8,24.23,21.35,25.98,103.8,29.6,93.2,92.74,0.53,115,Yes,58,63
2021-07-25,Tamil Nadu,Tiruppur,Palladam Market,Paddy,Monsoon,7,2021,66.3,25.24,23.9,29.62,187.7,28.3,89.5,84.65,0.71,168,No,61,67
2025-04-20,Haryana,Panipat,Panipat Market,Potato,Summer,4,2025,163.8,24.45,21.39,26.07,2.0,38.6,47.8,94.48,0.18,39,No,97,101
2025-11-08,Karnataka,Mysuru,Mysuru APMC,Maize,Post-Monsoon,11,2025,510.0,40.94,36.62,43.51,3.1,21.3,70.8,97.86,0.48,98,Yes,108,154
2022-12-17,Tamil Nadu,Madurai,Madurai Central,Bajra,Winter,12,2022,352.4,31.03,28.88,36.38,7.6,6.4,58.0,88.6,1.23,277,No,82,118
2025-08-14,Andhra Pradesh,Chittoor,Chittoor APMC,Soybean,Monsoon,8,2025,145.2,88.1,79.9,103.97,149.7,31.3,94.0,97.3,1.25,257,Yes,93,136
2020-11-07,Karnataka,Belagavi,Belagavi Market,Soybean,Post-Monsoon,11,2020,352.4,72.54,67.71,81.52,4.1,16.7,63.1,84.45,0.81,192,Yes,98,143
2024-01-23,Karnataka,Hubli,Hubli APMC,Coconut,Winter,1,2024,206.1,94.24,88.86,100.58,2.8,18.3,64.0,90.4,0.99,218,Yes,60,144
2021-10-03,Punjab,Amritsar,Amritsar Market,Soybean,Post-Monsoon,10,2021,52.1,133.58,126.02,146.27,0.3,17.6,38.7,87.53,1.14,261,Yes,66,152
2022-08-13,Uttar Pradesh,Kanpur,Kanpur Mandi,Wheat,Monsoon,8,2022,79.4,73.59,67.2,87.82,51.8,33.1,75.8,86.45,0.1,22,Yes,78,179
2024-03-26,Telangana,Warangal,Enumamula APMC,Bajra,Summer,3,2024,200.2,26.27,22.41,28.31,9.1,38.8,30.0,94.06,0.63,135,No,75,82
2021-05-17,Uttar Pradesh,Lucknow,Lucknow Mandi,Onion,Summer,5,2021,316.0,34.7,31.07,36.98,1.5,44.4,30.4,89.87,0.8,179,No,85,104
2025-06-04,Punjab,Ludhiana,Ludhiana APMC,Wheat,Monsoon,6,2025,84.9,61.13,57.82,66.85,199.0,27.1,73.5,97.24,1.32,271,No,59,118
2021-03-03,Telangana,Karimnagar,Karimnagar APMC,Onion,Summer,3,2021,299.1,27.61,25.92,29.68,9.6,30.4,24.6,89.75,0.37,83,No,100,102
2020-05-13,Tamil Nadu,Coimbatore,Mettupalayam Market,Tomato,Summer,5,2020,231.6,49.13,45.77,54.29,0.0,41.2,55.1,86.91,0.36,83,No,63,118
2023-03-16,Punjab,Amritsar,Amritsar Market,Onion,Summer,3,2023,336.3,19.31,17.84,21.25,2.5,33.1,46.6,93.7,0.3,63,No,94,61
2020-08-06,Tamil Nadu,Thanjavur,Thanjavur APMC,Wheat,Monsoon,8,2020,103.3,67.88,62.6,74.22,60.1,25.3,83.0,83.32,0.34,81,Yes,62,167
2023-10-23,Gujarat,Rajkot,Rajkot Market,Groundnut,Post-Monsoon,10,2023,224.4,140.84,126.55,167.68,1.2,32.7,85.7,90.73,1.07,235,Yes,88,178
2020-05-06,Karnataka,Hubli,Hubli APMC,Jowar,Summer,5,2020,142.1,43.34,40.42,46.47,0.3,31.2,33.5,83.6,1.2,287,No,54,104
2024-07-17,Uttar Pradesh,Varanasi,Varanasi APMC,Ragi,Monsoon,7,2024,90.2,45.73,39.93,49.89,161.5,28.7,96.7,92.27,0.93,201,No,50,73
2021-03-02,Uttar Pradesh,Agra,Agra APMC,Urad,Summer,3,2021,385.1,72.42,66.84,86.42,8.5,35.3,50.3,84.31,0.64,151,No,103,88
2025-06-05,Maharashtra,Mumbai,Vashi APMC,Jowar,Monsoon,6,2025,160.8,55.67,47.93,61.85,171.4,26.4,80.2,97.96,1.3,266,No,57,113
2023-10-26,Andhra Pradesh,Guntur,Guntur APMC,Tomato,Post-Monsoon,10,2023,323.6,32.13,27.73,38.29,7.2,24.2,42.5,88.36,0.57,128,No,65,91
2021-11-06,Kerala,Kannur,Kannur Market,Cotton,Post-Monsoon,11,2021,656.0,32.06,28.58,35.07,4.1,30.4,48.8,86.9,0.72,165,No,140,88
2022-03-16,Tamil Nadu,Tiruppur,Palladam Market,Groundnut,Summer,3,2022,243.1,52.57,46.1,62.56,4.0,42.7,50.6,91.43,0.83,182,No,106,94
2020-10-14,Maharashtra,Nagpur,Kalamna Market,Tur (Arhar),Post-Monsoon,10,2020,191.2,213.52,181.86,229.58,4.3,16.6,47.5,84.78,0.87,206,Yes,52,152
2024-10-08,Telangana,Hyderabad,Bowenpally Market,Potato,Post-Monsoon,10,2024,116.3,41.46,35.78,47.51,7.5,27.2,70.9,93.62,1.17,251,Yes,102,180
2023-01-14,Maharashtra,Nashik,Lasalgaon APMC,Groundnut,Winter,1,2023,239.6,82.96,74.46,97.82,8.2,8.8,48.2,91.15,1.04,229,No,77,99
2020-04-28,Karnataka,Hubli,Hubli APMC,Wheat,Summer,4,2020,588.9,12.0,11.25,13.52,8.8,37.4,58.3,82.31,0.59,143,No,169,79
2020-03-10,Uttar Pradesh,Agra,Agra APMC,Sunflower,Summer,3,2020,64.3,41.01,37.27,46.22,0.0,37.6,58.9,84.03,0.7,166,No,98,74
2020-10-04,Tamil Nadu,Erode,Erode Market,Moong,Post-Monsoon,10,2020,40.0,121.24,106.51,127.78,7.2,23.2,31.4,82.11,0.37,91,Yes,107,171
2022-04-12,Karnataka,Bengaluru,Yeshwanthpur APMC,Paddy,Summer,4,2022,58.3,48.67,45.06,58.0,5.6,30.8,26.3,88.15,0.67,151,No,56,113
2022-09-26,Haryana,Panipat,Panipat Market,Bajra,Monsoon,9,2022,77.4,47.99,42.99,51.87,110.0,34.4,93.2,89.99,0.84,187,No,56,114
2022-04-17,Tamil Nadu,Madurai,Madurai Central,Cotton,Summer,4,2022,15.4,85.96,73.52,92.55,8.8,42.0,23.5,86.04,0.6,140,No,51,67
2022-08-20,Gujarat,Rajkot,Rajkot Market,Mustard,Monsoon,8,2022,166.1,217.8,201.22,259.95,94.2,31.5,83.3,87.89,1.21,276,Yes,52,173
2022-05-30,Haryana,Rohtak,Rohtak APMC,Mustard,Summer,5,2022,134.6,104.5,97.83,117.4,7.7,31.5,56.6,89.87,0.6,134,No,67,120
2025-08-16,Andhra Pradesh,Kurnool,Kurnool Market,Tur (Arhar),Monsoon,8,2025,139.0,120.68,110.6,134.85,138.9,34.7,72.4,94.59,0.71,150,No,57,85
2021-08-10,Haryana,Karnal,Karnal APMC,Soybean,Monsoon,8,2021,193.1,108.98,98.89,128.81,189.4,34.2,92.1,86.82,0.26,60,Yes,92,178
2025-08-21,Uttar Pradesh,Kanpur,Kanpur Mandi,Mustard,Monsoon,8,2025,209.2,146.48,125.92,162.16,82.5,28.2,75.9,93.6,0.54,115,Yes,73,150
2025-10-11,Punjab,Jalandhar,Jalandhar APMC,Coconut,Post-Monsoon,10,2025,86.1,91.47,81.16,107.74,6.1,34.8,82.3,93.9,1.17,249,Yes,84,175
2022-01-10,Maharashtra,Nashik,Pimpalgaon,Tomato,Winter,1,2022,357.9,50.88,45.05,58.45,4.2,23.0,48.2,91.56,0.43,93,Yes,78,162
2021-12-27,Gujarat,Ahmedabad,Ahmedabad APMC,Paddy,Winter,12,2021,230.9,13.09,11.72,15.66,8.5,5.4,50.4,89.45,0.76,169,No,137,93
2025-01-19,Tamil Nadu,Thanjavur,Thanjavur APMC,Urad,Winter,1,2025,123.3,255.27,237.38,284.75,8.8,7.0,45.6,94.72,1.39,294,Yes,66,176
2024-09-29,Karnataka,Hubli,Hubli APMC,Sunflower,Monsoon,9,2024,215.8,53.59,50.49,62.12,50.4,33.2,90.2,95.29,0.66,139,No,74,67
2020-07-19,Tamil Nadu,Coimbatore,Mettupalayam Market,Ragi,Monsoon,7,2020,329.3,33.38,31.27,39.07,100.0,30.3,89.6,83.88,0.1,25,No,74,99
2023-05-07,Haryana,Karnal,Karnal APMC,Paddy,Summer,5,2023,155.1,33.42,31.53,38.02,5.4,35.7,50.0,88.43,0.83,187,No,57,71
2020-01-25,Tamil Nadu,Madurai,Madurai Central,Tomato,Winter,1,2020,409.3,38.15,36.15,44.02,9.4,5.4,56.5,83.6,0.66,157,Yes,84,146
2023-09-04,Punjab,Ludhiana,Ludhiana APMC,Mustard,Monsoon,9,2023,220.9,70.52,66.46,81.19,81.9,28.2,84.2,92.01,0.39,85,No,88,103
2021-09-24,Haryana,Rohtak,Rohtak APMC,Moong,Monsoon,9,2021,182.7,91.25,84.23,103.01,61.0,34.3,91.4,89.41,0.25,57,No,98,114
2025-01-15,Telangana,Hyderabad,Bowenpally Market,Jowar,Winter,1,2025,178.0,48.19,42.3,54.04,5.5,14.6,58.0,92.91,1.31,282,No,59,104
2021-10-02,Tamil Nadu,Coimbatore,Coimbatore APMC,Urad,Post-Monsoon,10,2021,389.4,65.55,57.46,76.56,1.3,30.9,35.9,88.99,0.81,181,No,99,83
2020-07-12,Maharashtra,Nashik,Lasalgaon APMC,Moong,Monsoon,7,2020,243.5,76.27,65.81,82.93,127.4,28.9,72.3,84.42,1.06,251,No,108,112
2021-04-17,Telangana,Warangal,Enumamula APMC,Groundnut,Summer,4,2021,414.5,53.88,46.83,64.13,1.5,31.2,37.3,84.02,1.03,244,No,101,91
2021-12-04,Kerala,Palakkad,Palakkad APMC,Moong,Winter,12,2021,36.1,97.36,86.57,109.97,7.2,18.6,46.2,89.92,0.73,163,No,82,109
2023-09-14,Andhra Pradesh,Kurnool,Kurnool Market,Sunflower,Monsoon,9,2023,289.5,84.02,73.24,100.43,174.4,27.8,91.2,89.68,0.7,155,No,74,107
2025-04-14,Telangana,Warangal,Enumamula APMC,Groundnut,Summer,4,2025,250.1,74.48,69.2,87.39,0.2,43.9,44.3,92.24,0.39,85,No,98,106
2023-07-29,Haryana,Karnal,Karnal APMC,Sunflower,Monsoon,7,2023,222.5,52.12,45.42,58.35,115.2,29.2,78.8,92.79,0.68,146,No,107,92
2020-10-04,Tamil Nadu,Madurai,Madurai Central,Bajra,Post-Monsoon,10,2020,434.0,21.48,18.39,25.4,8.2,29.9,69.1,85.85,0.3,71,No,100,107
2020-01-22,Kerala,Ernakulam,Ernakulam Central,Maize,Winter,1,2020,116.4,63.08,54.16,69.61,0.0,6.2,41.0,86.88,0.53,121,Yes,54,144
2024-06-06,Karnataka,Hubli,Hubli APMC,Tur (Arhar),Monsoon,6,2024,32.5,105.13,99.71,124.36,95.3,27.7,84.0,92.72,1.23,266,No,86,117
2025-01-14,Gujarat,Ahmedabad,Ahmedabad APMC,Ragi,Winter,1,2025,304.2,26.94,24.71,29.92,6.9,13.7,42.0,94.91,0.3,63,No,99,84
2024-06-21,Karnataka,Belagavi,Belagavi Market,Onion,Monsoon,6,2024,388.8,43.55,40.64,48.39,88.1,33.9,88.0,90.62,0.76,167,No,88,99
2023-10-21,Punjab,Jalandhar,Jalandhar APMC,Cotton,Post-Monsoon,10,2023,481.7,30.0,26.4,32.98,0.5,19.1,63.5,89.7,0.92,206,Yes,175,66
2022-11-11,Gujarat,Rajkot,Rajkot Market,Coconut,Post-Monsoon,11,2022,106.1,62.43,58.05,72.96,5.1,17.5,31.5,90.68,0.31,69,Yes,103,175
2020-08-06,Punjab,Amritsar,Amritsar Market,Onion,Monsoon,8,2020,381.7,62.85,57.57,72.09,50.7,30.4,79.4,84.64,0.43,101,Yes,108,161
2025-07-18,Punjab,Ludhiana,Ludhiana APMC,Potato,Monsoon,7,2025,117.4,21.61,18.46,25.55,185.9,26.4,72.6,92.53,0.97,209,No,108,101
2025-02-07,Uttar Pradesh,Lucknow,Lucknow Mandi,Potato,Winter,2,2025,305.2,24.0,21.0,27.12,5.6,14.1,60.1,92.37,0.65,141,No,77,79
2023-06-23,Maharashtra,Nagpur,Kalamna Market,Tomato,Monsoon,6,2023,19.7,13.47,12.29,15.1,52.1,31.9,81.3,88.15,1.25,284,No,109,63
2025-01-07,Uttar Pradesh,Kanpur,Kanpur Mandi,Ragi,Winter,1,2025,171.2,81.23,74.65,90.37,4.1,19.7,59.2,97.2,0.58,119,Yes,73,167
2020-02-05,Haryana,Karnal,Karnal APMC,Maize,Winter,2,2020,401.7,20.08,18.93,23.22,8.7,15.1,42.2,86.25,0.97,226,No,99,88
2023-12-02,Karnataka,Belagavi,Belagavi Market,Tomato,Winter,12,2023,32.7,41.29,35.83,49.38,5.1,6.1,51.9,89.97,0.6,134,No,62,113
2024-04-11,Karnataka,Bengaluru,Yeshwanthpur APMC,Wheat,Summer,4,2024,63.1,12.0,11.25,13.45,5.5,32.9,20.9,92.28,0.88,191,No,162,91
2025-02-19,Telangana,Hyderabad,Kukatpally APMC,Mustard,Winter,2,2025,66.0,119.5,106.44,133.0,6.8,7.6,58.8,92.6,0.38,83,No,62,118
2020-07-17,Andhra Pradesh,Chittoor,Chittoor APMC,Wheat,Monsoon,7,2020,60.0,25.19,23.67,26.7,51.5,30.6,92.3,86.61,0.45,103,No,60,62
2024-03-27,Telangana,Karimnagar,Karimnagar APMC,Onion,Summer,3,2024,166.4,33.21,31.38,38.53,1.3,32.8,41.5,94.91,0.73,154,No,83,91
2024-08-17,Punjab,Amritsar,Amritsar Market,Potato,Monsoon,8,2024,323.5,48.94,44.2,52.17,90.5,30.8,91.7,91.79,0.96,209,Yes,82,168
2021-06-02,Tamil Nadu,Thanjavur,Thanjavur APMC,Potato,Monsoon,6,2021,88.9,23.38,20.74,24.56,181.8,31.7,75.5,87.68,0.07,16,No,77,96
2021-07-28,Punjab,Jalandhar,Jalandhar APMC,Cotton,Monsoon,7,2021,357.9,39.97,36.47,42.32,64.6,29.8,71.0,88.96,0.6,136,No,103,62
2023-03-05,Haryana,Karnal,Karnal APMC,Sunflower,Summer,3,2023,207.1,59.39,55.8,63.85,0.5,30.6,35.5,91.52,1.1,240,No,62,61
2020-02-04,Tamil Nadu,Madurai,Paravai Market,Onion,Winter,2,2020,324.3,21.4,19.99,25.29,0.6,14.7,49.0,86.08,1.29,299,No,81,69
2025-06-06,Gujarat,Surat,Surat APMC,Mustard,Monsoon,6,2025,211.4,79.04,72.47,89.49,52.8,32.9,91.3,95.76,0.63,131,No,66,82
2023-04-12,Kerala,Kannur,Kannur Market,Jowar,Summer,4,2023,265.1,30.44,27.26,32.11,9.2,43.0,52.5,90.38,0.45,99,No,54,66
2023-08-07,Kerala,Ernakulam,Ernakulam Central,Jowar,Monsoon,8,2023,119.7,37.09,34.81,41.7,61.6,26.3,93.5,88.72,1.1,248,No,66,98
2025-06-29,Punjab,Jalandhar,Jalandhar APMC,Ragi,Monsoon,6,2025,368.1,36.86,31.62,40.89,193.6,31.9,91.8,92.98,0.05,11,No,96,110
2021-08-20,Kerala,Palakkad,Palakkad APMC,Urad,Monsoon,8,2021,127.4,204.9,184.62,239.88,171.6,29.2,83.3,85.99,0.83,193,Yes,71,174
2020-06-25,Telangana,Hyderabad,Bowenpally Market,Maize,Monsoon,6,2020,107.2,32.63,28.44,37.03,119.9,34.5,75.6,85.33,0.65,152,No,53,78
2020-09-07,Gujarat,Surat,Surat APMC,Tomato,Monsoon,9,2020,373.3,22.68,20.77,25.42,157.9,30.0,96.8,87.99,1.1,249,No,77,82
2022-05-28,Punjab,Ludhiana,Ludhiana APMC,Urad,Summer,5,2022,382.7,75.11,69.18,82.07,9.0,38.3,27.0,86.13,0.52,121,No,92,80
2021-09-24,Punjab,Jalandhar,Jalandhar APMC,Soybean,Monsoon,9,2021,51.3,78.23,70.04,90.18,184.1,30.6,94.2,88.2,0.6,136,No,61,95
2022-11-21,Telangana,Karimnagar,Karimnagar APMC,Onion,Post-Monsoon,11,2022,231.4,52.76,48.93,59.86,2.9,31.9,37.5,86.12,0.52,120,No,57,107
2021-09-15,Tamil Nadu,Madurai,Paravai Market,Groundnut,Monsoon,9,2021,174.2,106.62,101.06,120.49,182.5,31.7,86.0,84.88,0.36,84,No,56,104
2024-01-29,Maharashtra,Mumbai,Vashi APMC,Mustard,Winter,1,2024,92.8,147.33,136.63,156.07,1.3,13.1,52.5,93.33,0.44,95,Yes,62,136
2025-11-14,Kerala,Kannur,Kannur Market,Paddy,Post-Monsoon,11,2025,715.3,11.0,9.52,11.88,9.8,20.5,61.7,93.87,0.1,22,No,177,84
2025-09-04,Andhra Pradesh,Chittoor,Chittoor APMC,Bajra,Monsoon,9,2025,233.9,20.23,17.48,21.8,191.6,29.4,82.0,95.23,0.43,91,No,74,60
2024-10-05,Maharashtra,Mumbai,Vashi APMC,Paddy,Post-Monsoon,10,2024,296.5,23.13,21.06,26.95,2.3,19.0,70.8,92.26,0.73,159,Yes,163,168
2022-09-29,Andhra Pradesh,Chittoor,Chittoor APMC,Soybean,Monsoon,9,2022,333.7,67.03,60.15,80.28,97.7,26.5,88.6,88.8,0.34,77,No,88,117
2020-04-13,Andhra Pradesh,Kurnool,Kurnool Market,Tur (Arhar),Summer,4,2020,112.8,74.96,65.77,85.26,6.8,31.6,36.9,82.59,0.32,77,No,55,62
2024-01-22,Kerala,Thrissur,Thrissur Market,Gram (Chana),Winter,1,2024,17.3,114.97,98.25,134.83,9.5,8.3,44.7,92.76,0.9,195,Yes,98,176
2024-09-06,Tamil Nadu,Coimbatore,Coimbatore APMC,Jowar,Monsoon,9,2024,143.1,18.79,17.47,21.65,148.1,26.5,89.4,94.83,0.3,63,No,87,64
2021-10-28,Haryana,Karnal,Karnal APMC,Paddy,Post-Monsoon,10,2021,620.2,12.75,11.88,15.14,7.8,25.7,86.4,87.17,0.85,195,No,127,93
2023-02-17,Gujarat,Rajkot,Rajkot Market,Sunflower,Winter,2,2023,44.2,101.1,90.71,107.26,9.8,16.3,54.9,88.93,0.24,53,No,52,89
2024-03-21,Punjab,Ludhiana,Ludhiana APMC,Onion,Summer,3,2024,93.5,26.12,23.39,28.87,4.3,43.0,26.9,92.43,0.65,141,No,99,83
2021-04-12,Haryana,Panipat,Panipat Market,Tur (Arhar),Summer,4,2021,424.3,54.12,49.16,59.03,3.0,38.3,39.4,88.7,0.63,142,No,92,68
2022-12-17,Maharashtra,Nagpur,Kalamna Market,Wheat,Winter,12,2022,153.3,37.62,34.11,43.17,9.8,12.5,50.8,86.74,0.71,164,No,63,97
2023-06-13,Andhra Pradesh,Chittoor,Chittoor APMC,Bajra,Monsoon,6,2023,87.1,39.77,34.95,41.79,98.0,32.8,75.0,88.78,0.67,152,No,68,116
2023-05-22,Punjab,Jalandhar,Jalandhar APMC,Maize,Summer,5,2023,15.2,22.95,20.52,25.05,3.5,36.7,25.2,90.09,0.43,96,No,87,80
2020-12-15,Karnataka,Mysuru,Mysuru APMC,Moong,Winter,12,2020,148.4,56.15,48.11,64.49,2.1,8.1,67.7,82.4,0.68,166,No,98,77
2023-05-09,Tamil Nadu,Thanjavur,Thanjavur APMC,Soybean,Summer,5,2023,133.4,47.23,42.04,51.7,5.4,35.2,36.4,89.62,1.06,236,No,85,79
2023-10-09,Telangana,Warangal,Enumamula APMC,Tomato,Post-Monsoon,10,2023,276.6,45.16,38.77,51.65,5.4,16.2,66.5,92.79,0.21,46,Yes,73,130
2023-01-23,Tamil Nadu,Thanjavur,Thanjavur APMC,Potato,Winter,1,2023,204.1,23.16,21.34,27.25,5.3,9.8,59.7,93.73,0.48,102,No,59,68
2022-03-30,Andhra Pradesh,Kurnool,Kurnool Market,Soybean,Summer,3,2022,183.7,75.46,70.87,84.5,7.1,33.6,33.0,88.64,1.18,267,No,67,101
2024-03-28,Uttar Pradesh,Kanpur,Kanpur Mandi,Ragi,Summer,3,2024,30.0,50.48,45.62,58.37,9.7,44.5,36.1,95.2,0.21,44,No,67,107
2022-08-27,Punjab,Amritsar,Amritsar Market,Groundnut,Monsoon,8,2022,135.3,175.54,157.89,201.37,68.1,32.0,90.5,87.21,0.25,57,Yes,66,159
2022-04-02,Andhra Pradesh,Guntur,Guntur APMC,Wheat,Summer,4,2022,173.9,12.61,11.47,13.79,1.1,42.1,48.0,89.53,1.06,236,No,158,104
2023-02-16,Kerala,Palakkad,Palakkad APMC,Wheat,Winter,2,2023,82.9,28.2,24.9,32.39,6.8,21.6,63.6,88.04,0.11,24,No,96,110
2021-03-19,Gujarat,Rajkot,Rajkot Market,Groundnut,Summer,3,2021,248.8,76.74,71.55,84.27,5.3,30.2,44.5,87.96,0.46,105,No,78,99
2022-07-02,Karnataka,Belagavi,Belagavi Market,Jowar,Monsoon,7,2022,205.9,44.44,40.97,49.1,194.7,26.4,75.4,89.52,0.07,15,No,57,104
2022-04-21,Uttar Pradesh,Kanpur,Kanpur Mandi,Bajra,Summer,4,2022,171.5,21.04,19.02,24.52,4.2,33.4,54.3,91.56,0.92,202,No,93,84
2023-11-20,Maharashtra,Pune,Pune APMC,Tur (Arhar),Post-Monsoon,11,2023,222.7,155.48,146.2,180.67,2.5,32.4,53.4,91.62,0.23,51,Yes,83,149
2024-06-17,Punjab,Amritsar,Amritsar Market,Moong,Monsoon,6,2024,213.4,179.5,155.49,196.82,182.2,26.3,97.8,92.17,1.2,260,No,58,120
2020-05-24,Karnataka,Bengaluru,Yeshwanthpur APMC,Gram (Chana),Summer,5,2020,272.4,45.33,38.79,53.62,0.5,39.7,26.5,84.84,1.11,262,No,72,67
2021-04-07,Gujarat,Ahmedabad,Ahmedabad APMC,Moong,Summer,4,2021,495.7,75.92,64.68,84.63,7.6,43.3,24.2,88.51,0.92,208,No,106,105
2020-03-25,Punjab,Amritsar,Amritsar Market,Groundnut,Summer,3,2020,70.8,54.41,51.19,59.92,6.2,39.8,44.2,87.76,1.1,251,No,66,61
